"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"1047,""586.721680451"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1048,""586.721729044"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  57213 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=986109886 TSecr=263148799"""
"1049,""588.969270573"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"1050,""588.971174054"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1051,""588.971607802"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  57213 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=986112136 TSecr=263148799"""
"1052,""588.976413145"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""57213  >  8883 [FIN, ACK] Seq=1868 Ack=3330 Win=64128 Len=0 TSval=263151053 TSecr=986112134"""
"1053,""588.976514811"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  57213 [ACK] Seq=3362 Ack=1869 Win=64128 Len=0 TSval=986112141 TSecr=263151053"""
"1054,""588.976654341"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""57213  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"1055,""588.976685539"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""57213  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"1056,""588.979962816"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""57213  >  8883 [RST] Seq=1869 Win=0 Len=0"""
"1057,""590.979706404"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""35715  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=263153058 TSecr=0 WS=128"""
"1058,""590.979889007"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  35715 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=986114145 TSecr=263153058 WS=128"""
"1059,""590.984598152"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=263153063 TSecr=986114145"""
"1060,""590.991236455"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1061,""590.991378434"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  35715 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=986114156 TSecr=263153069"""
"1062,""592.101243140"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  35715 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=986115266 TSecr=263153069 [TCP segment of a reassembled PDU]"""
"1063,""592.101286316"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  35715 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=986115266 TSecr=263153069 [TCP segment of a reassembled PDU]"""
"1064,""592.101290848"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1065,""592.107054259"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=263154185 TSecr=986115266"""
"1066,""592.109641747"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=263154188 TSecr=986115266"""
"1067,""592.109710497"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=263154188 TSecr=986115266"""
"1068,""592.151641661"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"1069,""592.151705671"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  35715 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=986115316 TSecr=263154230"""
"1070,""594.418576169"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"1071,""594.428877007"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=263156504 TSecr=986117583"""
"1072,""594.433185686"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1073,""594.433236050"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  35715 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=986117598 TSecr=263156506"""
"1074,""596.699125247"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"1075,""596.700338732"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1076,""596.700684251"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  35715 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=986119865 TSecr=263156506"""
"1077,""596.709687595"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""35715  >  8883 [RST, ACK] Seq=1868 Ack=3361 Win=64128 Len=0 TSval=263158788 TSecr=986119864"""
"1078,""596.710658164"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""35715  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"1079,""600.785186492"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""47737  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=263162795 TSecr=0 WS=128"""
"1080,""600.785355085"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  47737 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=986123950 TSecr=263162795 WS=128"""
"1081,""600.790900008"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=263162869 TSecr=986123950"""
"1082,""600.797680914"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1083,""600.797835549"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47737 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=986123962 TSecr=263162875"""
"1084,""601.909884250"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  47737 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=986125074 TSecr=263162875 [TCP segment of a reassembled PDU]"""
"1085,""601.909927062"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  47737 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=986125074 TSecr=263162875 [TCP segment of a reassembled PDU]"""
"1086,""601.909931750"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1087,""601.915749067"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=263163993 TSecr=986125074"""
"1088,""601.917093123"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=263163996 TSecr=986125074"""
"1089,""601.917169321"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=263163996 TSecr=986125074"""
"1090,""601.960471885"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"1091,""601.960530166"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47737 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=986125125 TSecr=263164038"""
"1092,""604.250444871"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"1093,""604.258343272"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=263166336 TSecr=986127415"""
"1094,""604.259691027"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1095,""604.259745818"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47737 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=986127424 TSecr=263166338"""
"1096,""606.453191792"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"1097,""606.454314964"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1098,""606.454647411"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47737 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=986129619 TSecr=263166338"""
"1099,""606.463090029"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47737  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=263168541 TSecr=986129618"""
"1100,""614.505596863"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""43897  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=263176552 TSecr=0 WS=128"""
"1101,""614.505780612"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  43897 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=986137670 TSecr=263176552 WS=128"""
"1102,""614.508968931"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=263176587 TSecr=986137670"""
"1103,""614.515434370"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1104,""614.515569630"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  43897 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=986137680 TSecr=263176593"""
"1105,""614.999214358"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""44191  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1357235226 TSecr=0 WS=128"""
"1106,""614.999336909"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  44191 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852755966 TSecr=1357235226 WS=128"""
"1107,""615.001566795"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1357235229 TSecr=2852755966"""
"1108,""615.008049682"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1109,""615.008151505"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  44191 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852755975 TSecr=1357235235"""
"1110,""615.610029549"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  43897 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=986138775 TSecr=263176593 [TCP segment of a reassembled PDU]"""
"1111,""615.610082935"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  43897 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=986138775 TSecr=263176593 [TCP segment of a reassembled PDU]"""
"1112,""615.610087622"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1113,""615.614928694"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=263177693 TSecr=986138775"""
"1114,""615.617532849"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=263177696 TSecr=986138775"""
"1115,""615.617599723"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=263177696 TSecr=986138775"""
"1116,""615.660189634"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"1117,""615.660244894"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  43897 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=986138825 TSecr=263177738"""
"1118,""616.064024412"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  44191 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852757031 TSecr=1357235235 [TCP segment of a reassembled PDU]"""
"1119,""616.064065558"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  44191 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852757031 TSecr=1357235235 [TCP segment of a reassembled PDU]"""
"1120,""616.064070089"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1121,""616.068555433"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1357236295 TSecr=2852757031"""
"1122,""616.069892719"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1357236298 TSecr=2852757031"""
"1123,""616.071003755"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1357236298 TSecr=2852757031"""
"1124,""616.110373264"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"1125,""616.110441597"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  44191 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=2852757077 TSecr=1357236337"""
"1126,""616.740066286"",""192.168.68.104"",""192.168.68.114"",""TCP"",""74"",""47233  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=263178817 TSecr=0 WS=128"""
"1127,""616.740222743"",""192.168.68.114"",""192.168.68.104"",""TCP"",""74"",""8883  >  47233 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=986139905 TSecr=263178817 WS=128"""
"1128,""616.743514499"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=263178822 TSecr=986139905"""
"1129,""616.749902022"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1130,""616.750005980"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47233 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=986139915 TSecr=263178827"""
"1131,""617.972359535"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  47233 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=986141137 TSecr=263178827 [TCP segment of a reassembled PDU]"""
"1132,""617.972413702"",""192.168.68.114"",""192.168.68.104"",""TCP"",""1514"",""8883  >  47233 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=986141137 TSecr=263178827 [TCP segment of a reassembled PDU]"""
"1133,""617.972419014"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1134,""617.978650861"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=263180056 TSecr=986141137"""
"1135,""617.980669029"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=263180058 TSecr=986141137"""
"1136,""617.980776789"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=263180058 TSecr=986141137"""
"1137,""618.024216852"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""1337"",""Certificate, Client Key Exchange, Certificate Verify, Change Cipher Spec, Encrypted Handshake Message"""
"1138,""618.024283049"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47233 [ACK] Seq=3246 Ack=1789 Win=64128 Len=0 TSval=986141189 TSecr=263180101"""
"1139,""618.079922744"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"1140,""618.083767466"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=263180162 TSecr=986141245"""
"1141,""618.084787878"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1142,""618.084843555"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  43897 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=986141249 TSecr=263180163"""
"1143,""618.555638236"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"1144,""618.604353275"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=1357238829 TSecr=2852759522"""
"1145,""618.604506243"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1146,""618.604569889"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  44191 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=2852759571 TSecr=1357238831"""
"1147,""620.565312324"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"1148,""620.566563308"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1149,""620.566960441"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  43897 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=986143732 TSecr=263180163"""
"1150,""620.575001134"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""43897  >  8883 [RST, ACK] Seq=1868 Ack=3361 Win=64128 Len=0 TSval=263182652 TSecr=986143730"""
"1151,""620.575140873"",""192.168.68.104"",""192.168.68.114"",""TCP"",""54"",""43897  >  8883 [RST] Seq=1868 Win=0 Len=0"""
"1152,""620.593932037"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""117"",""Change Cipher Spec, Encrypted Handshake Message"""
"1153,""620.597961238"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [ACK] Seq=1789 Ack=3297 Win=64128 Len=0 TSval=263182676 TSecr=986143759"""
"1154,""620.598956025"",""192.168.68.104"",""192.168.68.114"",""TLSv1.2"",""145"",""Application Data"""
"1155,""620.599020035"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47233 [ACK] Seq=3297 Ack=1868 Win=64128 Len=0 TSval=986143764 TSecr=263182678"""
"1156,""621.102981700"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""99"",""Application Data"""
"1157,""621.104330809"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1158,""621.104802682"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  44191 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=2852762071 TSecr=1357238831"""
"1159,""621.110138022"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44191  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=1357241338 TSecr=2852762070"""
"1160,""623.099891781"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""99"",""Application Data"""
"1161,""623.101211358"",""192.168.68.114"",""192.168.68.104"",""TLSv1.2"",""97"",""Encrypted Alert"""
"1162,""623.101580263"",""192.168.68.114"",""192.168.68.104"",""TCP"",""66"",""8883  >  47233 [FIN, ACK] Seq=3361 Ack=1868 Win=64128 Len=0 TSval=986146266 TSecr=263182678"""
"1163,""623.107297945"",""192.168.68.104"",""192.168.68.114"",""TCP"",""66"",""47233  >  8883 [RST, ACK] Seq=1868 Ack=3362 Win=64128 Len=0 TSval=263185186 TSecr=986146265"""
"1164,""653.212875897"",""192.168.68.106"",""192.168.68.114"",""TCP"",""74"",""44437  >  8883 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1357273373 TSecr=0 WS=128"""
"1165,""653.213005428"",""192.168.68.114"",""192.168.68.106"",""TCP"",""74"",""8883  >  44437 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2852794180 TSecr=1357273373 WS=128"""
"1166,""653.215216668"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44437  >  8883 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1357273443 TSecr=2852794180"""
"1167,""653.221588774"",""192.168.68.106"",""192.168.68.114"",""TLSv1.2"",""583"",""Client Hello"""
"1168,""653.221688096"",""192.168.68.114"",""192.168.68.106"",""TCP"",""66"",""8883  >  44437 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=2852794188 TSecr=1357273449"""
"1169,""654.321162349"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  44437 [ACK] Seq=1 Ack=518 Win=64768 Len=1448 TSval=2852795288 TSecr=1357273449 [TCP segment of a reassembled PDU]"""
"1170,""654.321200943"",""192.168.68.114"",""192.168.68.106"",""TCP"",""1514"",""8883  >  44437 [ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=2852795288 TSecr=1357273449 [TCP segment of a reassembled PDU]"""
"1171,""654.321206567"",""192.168.68.114"",""192.168.68.106"",""TLSv1.2"",""415"",""Server Hello, Certificate, Server Key Exchange, Certificate Request, Server Hello Done"""
"1172,""654.328719814"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44437  >  8883 [ACK] Seq=518 Ack=1449 Win=64128 Len=0 TSval=1357274555 TSecr=2852795288"""
"1173,""654.331319907"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44437  >  8883 [ACK] Seq=518 Ack=2897 Win=64128 Len=0 TSval=1357274558 TSecr=2852795288"""
"1174,""654.331388188"",""192.168.68.106"",""192.168.68.114"",""TCP"",""66"",""44437  >  8883 [ACK] Seq=518 Ack=3246 Win=64128 Len=0 TSval=1357274558 TSecr=2852795288"""
